state_or_ut,state_page_url,listed_center_count,state_page_declared_count,serial_no,kvk_address,host_organization,year_of_sanction_raw,sanction_value,host_category
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,71,"Krishi Vigyan Kendra | Village & PO Kathora, Block Jagdishpur, | Tehsil Musafirkhana, | Distt. Amethi, Uttar Pradesh..","Vice Chancellor,, | ND University of Agriculture & Technology,Kamarganj ,Faizabad-224229, Uttar Pradesh.",2018 | SAU,2018,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,72,"Krishi Vigyan Kendra | Distt. Bahraich, Uttar Pradesh.","Vice Chancellor,, | ND University of Agriculture & Technology,Kamarganj ,Faizabad-224229, Uttar Pradesh.",2018 | SAU,2018,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,73,"Krishi Vigyan Kendra | Distt. Badaun, Uttar Pradesh.","Vice Chancellor,, | Sardar Vallabh Bhai Patel University of Agriculture & Technology, Modipuram, Meerut Uttar Pradesh",2018 | SAU,2018,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,74,"Krishi Vigyan Kendra | Distt. Sambhal, Uttar Pradesh.","Vice Chancellor,, | Sardar Vallabh Bhai Patel University of Agriculture & Technology, Modipuram, Meerut Uttar Pradesh",2018 | SAU,2018,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,75,"Krishi Vigyan Kendra,Babugarh | Block Simbhaoli Distt. Hapur, Uttar Pradesh.","Vice Chancellor,, | Sardar Vallabh Bhai Patel University of Agriculture & Technology, Modipuram, Meerut Uttar Pradesh",2018 | SAU,2018,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,76,"Krishi Vigyan Kendra, | Village Jalalpur, Pargana Shamli, | Distt. Shamli, Uttar Pradesh","Sardar Vallabh Bhai Patel University of Agriculture & Technology, | Modipuram, Meerut, Uttar Pradesh.",2018 | SAU,2018,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,77,"Krishi Vigyan Kendra, | Aillage Maheba Nankar, Block & Tehsil- Manakpur, Distt. Gonda, Uttar Pradesh.","ND University of Agriculture & Technology, Kamarganj,Faizabad-224229, (U. P)",2018 | SAU,2018,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,78,"Krishi Vigyan Kendra, | Village Rajkiya Krishi Prakshetra, | Tarapur, Block Gajraula, The. Dhanaura, | Distt. Amroha, Uttar Pradesh","Sardar Vallabh Bhai Patel University of Agriculture & Technology,",2018 | SAU,2018,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,79,"Krishi Vigyan Kendra, | Village Varasin, Block-Dharpatganj, | Distt. Sultanpur, Uttar Pradesh.","ND University of Agriculture & Technology,Kamarganj, | Faizabad-224229, Uttar Pradesh",2018 | SAU,2018,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,80,"Krishi Vigyan Kendra, | Village Amhit, Block Kirakat, | Distt. Jaunpur, Uttar Pradesh","ND University of Agriculture & Technology, Kamarganj, | Faizabad-224229, Uttar Pradesh.",2018 | SAU,2018,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,81,"Krishi Vigyan Kendra, | Village Ankushpur, Block Karanda, | Tehsil Ghazipur, | Distt. Ghazipur, Uttar Pradesh","ND University of Agriculture & Technology, | Kamarganj, | Faizabad-224229, Uttar Pradesh",2018 | SAU,2018,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,82,"Krishi Vigyan Kendra, | Village Chittaura, Block & Tehsil- Jansath, Distt. Muzaffarnagar, Uttar Pradesh.","Sardar Vallabh Bhai Patel University of Agriculture & Technology, | Modipuram, Meerut, Uttar Pradesh",2018 | SAU,2018,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,83,"Krishi Vigyan Kendra, | Village Maheva (Manjhra Farm), Pargana-Shrinagar, | Distt. Lakhimpur Kheri, Uttar Pradesh.","Indian Institute of sugarcane Research, | Raebareli Road, Post Dilkusha, Lucknow-226 002, (UP)",2019 | ICAR,2019,ICAR
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,84,"Krishi Vigyan Kendra,Chittaura | Agriculture Farm, Rajkiya Krishi Prakshetra, Jaitpur, Block and Tehsil Sandila Distt. Hardoi, Uttar Pradesh.","Vice Chancellor,, | Central Soil Salinity Research Institute,Karnal, Haryana-132 001",2020 | ICAR,2020,ICAR
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,85,"Krishi Vigyan Kendra,Chittaura | Vill. Rajkiya Krishi Prakshetra Malpura Block, Tehsil Thakurdwara.Distt. Muradabad, Uttar Pradesh","Vice Chancellor,, | Sardar Vallabh Bhai Patel University of Agriculture & Technology, Modipuram, Meerut Uttar Pradesh",2020 | SAU,2020,SAU
Uttar Pradesh,https://icar.org.in/en/node/15021,89,86,86,"Krishi Vigyan Kendra,Chittaura | Village Gabbapur Kala, Block Sirsiya, Tehsil Bhinga, Distt. Shravasti, Uttar Pradesh.","Vice Chancellor,, | Acharya Narendra Deva University of Agriculture and Technology, Kumarganj, Ayodhya-224 229 Uttar Pradesh",2020 | SAU,2020,SAU
Jharkhand,https://icar.org.in/en/node/15023,24,24,1,"Krishi Vigyan Kendra, | Seed Multiplication Farm, Gamharia | Distt. Saraikela-Kharsawan","Vice-Chancellor, | Birsa Agricultural University, | PO.Kanke, Ranchi-834 006 | Jharkhand",2010 | SAU,2010,SAU
Jharkhand,https://icar.org.in/en/node/15023,24,24,2,"Krishi Vigyan Kendra, | Seed Multiplication Farm, Bano, | Distt. Simdega-","Vice-Chancellor, | Birsa Agriucltural Unviersity | Kanke, Ranchi-834006",2007 | SAU,2007,SAU
Jharkhand,https://icar.org.in/en/node/15023,24,24,3,"Krishi Vigyan Kendra, | Seed Multiplication Farm, Balumath, | Distt. Latehar-","Vice-Chancellor, | Birsa Agriucltural Unviersity | Kanke, Ranchi-834006",2007 | SAU,2007,SAU
Jharkhand,https://icar.org.in/en/node/15023,24,24,4,"Krishi Vigyan Kendra, | Agricultural Farm, Bena, | Distt. Jamtara-","Vice-Chancellor, | Birsa Agriucltural Unviersity | Kanke, Ranchi-834006",2007 | SAU,2007,SAU
Jharkhand,https://icar.org.in/en/node/15023,24,24,5,"Krishi Vigyan Kendra, | Near Sub-Divisional Agricultural Office, | Godda-Pirpaiti Road (Rautara Chowk), | Distt. Godda-814133","Gramin Vikas Trust, | 280 Kanke Road Panijahaj Kothi, | Ranchi-8",2006 | NGO,2006,NGO
Jharkhand,https://icar.org.in/en/node/15023,24,24,6,"Krishi Vigyan Kendra, | Jainagar, | Distt. Koderma-825324","Director, | Central Rice Research Institute, | Cuttack,Orissa",2005 | ICAR,2005,ICAR
Jharkhand,https://icar.org.in/en/node/15023,24,24,7,"Krishi Vigyan Kendra, | Zonal Agricultural Research Station, | PO.Khutabandh, | Distt. Dumka-814101","Vice-Chancellor, | Birsa Agricultural University, | Kanke, Ranchi-834006",2004 | SAU,2004,SAU
Jharkhand,https://icar.org.in/en/node/15023,24,24,8,"Krishi Vigyan Kendra, | PO.Maheshpur Farm | Distt. Pakur-816 016","Vice-Chancellor, | Birsa Agricultural University, | Kanke, Ranchi-834006",2004 | SAU,2004,SAU
Jharkhand,https://icar.org.in/en/node/15023,24,24,9,"Krishi Vigyan Kendra, | Old D.K.G.K. Office, | PO. Lohardanga | Distt. Lohardanga-834006","Vice-Chancellor, | Birsa Agricultural University, | Kanke, Ranchi-834006",2004 | SAU,2004,SAU
Jharkhand,https://icar.org.in/en/node/15023,24,24,10,"Krishi Vigyan Kendra, | PO. Bengabad, Near Block Office, | Distt. Giridih-815 301","Vice-Chancellor, | Birsa Agricultural University, | Kanke, Ranchi-834006",2004 | SAU,2004,SAU
Jharkhand,https://icar.org.in/en/node/15023,24,24,11,"Krishi Vigyan Kendra, | PO. Petawar, (Near block) | Distt. Bokaro-829 121","Vice-Chancellor, | Birsa Agricultural University, | Kanke, Ranchi-834006",2004 | SAU,2004,SAU
Jharkhand,https://icar.org.in/en/node/15023,24,24,12,"Krishi Vigyan Kendra, | Darisai, Vill-Barakhurshi, PO.Giridhi, | Distt. East Singhbhum-832 304","Vice-Chancellor, | Birsa Agricultural University, | Kanke, Ranchi-834006",2004 | SAU,2004,SAU
Jharkhand,https://icar.org.in/en/node/15023,24,24,13,"Krishi Vigyan Kendra, | PO. Sahibganj Farm | Distt. Sahibganj. -816 109","Vice-Chancellor, | Birsa Agricultural University, | Kanke, Ranchi-834006",2004 | SAU,2004,SAU
Jharkhand,https://icar.org.in/en/node/15023,24,24,14,"Krishi Vigyan Kendra, | Seed Multiplication Farm Kullu, | Distt. Chatra-","Vice-Chancellor, | Birsa Agricultural University, | Kanke, Ranchi-834006",2004 | SAU,2004,SAU
Jharkhand,https://icar.org.in/en/node/15023,24,24,15,"Krishi Vigyan Kendra, | Sub-Divisional Agricultural Farm, | Distt. Garwah-822114","Vice-Chancellor, | Birsa Agricultural University, | Kanke, Ranchi-834006",2004 | SAU,2004,SAU
Jharkhand,https://icar.org.in/en/node/15023,24,24,16,"Krishi Vigyan Kendra, | Vikas Bharati, | Bishunpur, | Distt. Gumla-835331","Secretary, | Research &Study Centre, | Gram Ayatan-19, Arogya Bhawan-1, Bariatu, Ranchi-834009, Jharkhand",2004 | NGO,2004,NGO
Jharkhand,https://icar.org.in/en/node/15023,24,24,17,"Krishi Vigyan Kendra, | Daltonganj, Chianki, | Distt. Palamau-822 113","Vice-Chancellor, | Birsa Agricultural University, | Kanke, Ranchi-834006",2002 | SAU,2002,SAU
Jharkhand,https://icar.org.in/en/node/15023,24,24,18,"Krishi Vidyan Kendra, | Baliapur Farm, Sindri Road, | Distt. Dhanbad-828201","Vice-Chancellor, | Birsa Agricultural University, | Kanke, Ranchi-834006",1994 | SAU,1994,SAU
Jharkhand,https://icar.org.in/en/node/15023,24,24,19,"Krishi Vigyan Kendra, | Sujani, PO. Ghorlash, | Distt. Deoghar-814152","General Secretary, | Santhal Paharia Seva Mandal | Deoghar-814152",1985 | NGO,1985,NGO
Jharkhand,https://icar.org.in/en/node/15023,24,24,20,"Krishi Vigyan Kendra, | Holycross, Near Kanari Hill, | Distt. Hazaribagh-825 301","Directress, | Holycross V.T.I., | Hazaribagh-825301",1984 | NGO,1984,NGO
Jharkhand,https://icar.org.in/en/node/15023,24,24,21,"Krishi Vigyan Kendra, | Jagannathpur, | Distt. West Singhbhum-833203","Vice-Chancellor, | Birsa Agricultural University, | Kanke, Ranchi-834006",1983 | SAU,1983,SAU
Jharkhand,https://icar.org.in/en/node/15023,24,24,22,"Krishi Vigyan Kendra, | PO. Morabadi, | Distt. Ranchi-834008","Secretary, | Rama Krishna Mission Ashram | Divayayan Krishi Vigyan Kendra, | Swami Vishuddananda Road | Morabadi, Ranchi-834008",1977 | NGO,1977,NGO
Jharkhand,https://icar.org.in/en/node/15023,24,24,23,"Krishi Vigyan Kendra, | Diyankel Village, | Torpa Block | Distt. Khunti (Jharkhand)","Director | Indian Institute of Natural Resins and Gums, | Namkum, Ranchi 834010 (Jharkhand)",2013 | ICAR,2013,ICAR
Jharkhand,https://icar.org.in/en/node/15023,24,24,24,"Krishi Vigyan Kendra, | Distt. Ramgarh (Jharkhand)","Director | ICAR Research Complex for Eastern Region , | ICAR Parisar, PO Bihar Veterinary Collage,Patna 800014 (Bihar)",2014 | ICAR,2014,ICAR
Bihar,https://icar.org.in/en/node/15022,44,44,1,"Krishi Vigyan Kerndra | Lodhipur Agriuclture Farm, | Distt. Arwal","Vice-Chancellor, | Bihar Agril. University, Sabour, | Bhagalpur-813210",2008 | SAU,2008,SAU
Bihar,https://icar.org.in/en/node/15022,44,44,2,"Krishi Vigyan Kendra, | Lalganj S.M. Farm, | Distt. Buxar","Directror, | ICAR Reseerch Complex for Eastern Region, | ICAR Parisar, PO. B.V., College, Patna-800014",2007 | ICAR,2007,ICAR
Bihar,https://icar.org.in/en/node/15022,44,44,3,"Krishi Vigyan Kendra, | Village & PO. Chainpura via Janakpur Road, | Distt. Sitamarhi-843320","Secretary, | Samata Seva Kendra | Vill: & PO Chainpura via Janakpur Road, Distt. Sitamarhi-843320",2006 | NGO,2006,NGO
Bihar,https://icar.org.in/en/node/15022,44,44,4,"Krishi Vigyan Kendra, | Agricultural Farm, Manjhi, | Distt-Saran-841313","Vice-Chancellor, | Dr. RPCAU, Pusa, | Samastipur-848125",2006 | CAU,2006,CAU
Bihar,https://icar.org.in/en/node/15022,44,44,5,"Krishi Vigyan Kendra, | Distt. Agricultural Farm | Raghopur, | Distt. Supaul-852111","Vice-Chancellor, | Bihar Agril. University, Sabour, | Bhagalpur-813210",2006 | SAU,2006,SAU
Bihar,https://icar.org.in/en/node/15022,44,44,6,"Krishi Vigyan Kendra, | Seed Multiplication Farm, | Manpur, | Distt. Gaya-823003","Vice-Chancellor, | Bihar Agril. University, Sabour, | Bhagalpur-813210",2006 | SAU,2006,SAU
Bihar,https://icar.org.in/en/node/15022,44,44,7,"Krishi Vigyan Kendra, | C/O-Bal Narayan Singh Rani Pokhar, | Back of Petrol Pump, Near Zero Mile, | Distt. Sheohar-843329","Vice-Chancellor, | Dr. RPCAU, Pusa, | Samastipur-848125",2006 | CAU,2006,CAU
Bihar,https://icar.org.in/en/node/15022,44,44,8,"Krishi Vigyan Kendra, | Sirish Agricultural Farm, | Distt. Aurangabad-824112","Vice-Chancellor, | Bihar Agril. University, Sabour, | Bhagalpur-813210",2006 | SAU,2006,SAU
Bihar,https://icar.org.in/en/node/15022,44,44,9,"Krishi Vigyan Kendra, | Seed Multiplication Farm, Halsi, | Distt. Lakhisarai-811115","Vice-Chancellor, | Bihar Agril. University, Sabour, | Bhagalpur-813210",2006 | SAU,2006,SAU
Bihar,https://icar.org.in/en/node/15022,44,44,10,"Krishi Vigyan Kendra, | Pipra Kothi, | Distt. East Champaran-845401","Vice-Chancellor, | Dr. RPCAU, Pusa, | Samastipur-848125",2006 | CAU,2006,CAU
Bihar,https://icar.org.in/en/node/15022,44,44,11,"Krishi Vigyan Kendra, | PO. Thakurganj, | Distt. Kishanganj-854316","Vice-Chancellor, | Bihar Agril. University, Sabour, | Bhagalpur-813210",2006 | SAU,2006,SAU
Bihar,https://icar.org.in/en/node/15022,44,44,12,"Krishi Vigyan Kendra, | Distt. Gopalganj","Vice-Chancellor, | Dr. RPCAU, Pusa, | Samastipur-848125",2006 | CAU,2006,CAU
Bihar,https://icar.org.in/en/node/15022,44,44,13,"Krishi Vigyan Kendra, | Sabour, | Distt. Bhagalpur-813210,","Vice-Chancellor, | Bihar Agril. University, Sabour, | Bhagalpur-813210",2004 | SAU,2004,SAU
Bihar,https://icar.org.in/en/node/15022,44,44,14,"Krishi Vigyan Kendra, | Bikramganj, | Distt. Rohtas-802212","Vice-Chancellor, | Bihar Agril. University, Sabour, | Bhagalpur-813210",2004 | SAU,2004,SAU
Bihar,https://icar.org.in/en/node/15022,44,44,15,"Krishi Vigyan Kendra, | Distt. Araria-854311","Vice-Chancellor, | Bihar Agril. University, Sabour, | Bhagalpur-813210",2004 | SAU,2004,SAU
Bihar,https://icar.org.in/en/node/15022,44,44,16,"Krishi Vigyan Kendra, | Jalalgarh, | Distt. Purnea-854327","Vice-Chancellor, | Bihar Agril. University, Sabour, | Bhagalpur-813210",2004 | SAU,2004,SAU
Bihar,https://icar.org.in/en/node/15022,44,44,17,"Krishi Vigyan Kendra, | PO.Tingachhia | Distt. Katihar-854105","Vice-Chancellor, | Bihar Agril. University, Sabour, | Bhagalpur-813210",2004 | SAU,2004,SAU
Bihar,https://icar.org.in/en/node/15022,44,44,18,"Krishi Vigyan Kendra, | Birauli, | Distt. Samastipur-848113","Vice-Chancellor, | Dr. RPCAU, Pusa, | Samastipur-848125",2004 | CAU,2004,CAU
Bihar,https://icar.org.in/en/node/15022,44,44,19,"Krishi Vigyan Kendra, | Regional Research Station, | Bhagabanpurhat, | Distt. Siwan-845454","Vice-Chancellor, | Dr. RPCAU, Pusa, | Samastipur-848125",2004 | CAU,2004,CAU
Bihar,https://icar.org.in/en/node/15022,44,44,20,"Krishi Vigyan Kendra, | Madhopur | Distt. West Champaran-845454","Vice-Chancellor, | Dr. RPCAU, Pusa, | Samastipur-848125",2004 | CAU,2004,CAU
Bihar,https://icar.org.in/en/node/15022,44,44,21,"Krishi Vigyan Kendra, | Distt. Madhepura-852113","Vice-Chancellor, | Bihar Agril. University, Sabour, | Bhagalpur-813210",2002 | SAU,2002,SAU
Bihar,https://icar.org.in/en/node/15022,44,44,22,"Krishi Vigyan Kendra, | At+ PO. Saraya | Distt. Muzaffarpur-843126,","Vice-Chancellor, | Dr. RPCAU, Pusa, | Samastipur-848125",1997 | CAU,1997,CAU
Bihar,https://icar.org.in/en/node/15022,44,44,23,"Krishi Vigyan Kendra, | Seed Multiplication Farm, | Mussi, Makhdumpur, | Distt. Jahanabad","Vice-Chancellor, | Bihar Agril. University, Sabour, | Bhagalpur-813210",1997 | SAU,1997,SAU
Bihar,https://icar.org.in/en/node/15022,44,44,24,"Krishi Vigyan Kendra, | Jale, | Distt. Darbhanga-847302","Vice-Chancellor, | Dr. RPCAU, Pusa, | Samastipur-848125",2006 | CAU,2006,CAU
Bihar,https://icar.org.in/en/node/15022,44,44,25,"Krishi Vigyan Kendra, | Hariharpur, Rajauli Hajipur Farm, | Distt. Vaishali-844101","Vice-Chancellor, | Dr. RPCAU, Pusa, | Samastipur-848125",1996 | CAU,1996,CAU
Bihar,https://icar.org.in/en/node/15022,44,44,26,"Krishi Vigyan Kendra, | Ariari, | Distt. Sheikhpura-811105.","Vice-Chancellor, | Bihar Agril. University, Sabour, | Bhagalpur-813210",1996 | SAU,1996,SAU
Bihar,https://icar.org.in/en/node/15022,44,44,27,"Krishi Vigyan Kendra, | S.K. Choudhary Educaitonal Trust, Basaith, Vill. Chandpura, | Distt. Madhubani-847102","President-cum-Managing Truestee | S.K. Choudhary educationala Trust | 141 Sukhdev Vihar, Mathura Road, | New Delhi-110025.",1994 | NGO,1994,NGO
Bihar,https://icar.org.in/en/node/15022,44,44,28,"Krishi Vigyan Kendra, | SCADA, PO. Ara, | Distt. Bhojpur-802301","Chairman, | Sone Command Area Development Agency, Sone Bhavan, Patna.",1993 | PSU,1993,PSU
Bihar,https://icar.org.in/en/node/15022,44,44,29,"Krishi Vigyan Kendra, , | Khodawandpur-848 202, | Distt. Begusarai","Vice-Chancellor, | Dr. RPCAU, Pusa, | Samastipur-848125",1992 | SAU,1992,SAU
Bihar,https://icar.org.in/en/node/15022,44,44,30,"Krishi Vigyan Kendra, | Harnaut | Distt. Nalanda-803 110","Vice-Chancellor, | Bihar Agril. University, Sabour, | Bhagalpur-813210",1992 | SAU,1992,SAU
Bihar,https://icar.org.in/en/node/15022,44,44,31,"Krishi Vigyan Kendra, | Agwanpur, Barh, | Distt. Patna-803 214","Vice-Chancellor, | Bihar Agril. University, Sabour, | Bhagalpur-813210",1992 | SAU,1992,SAU
Bihar,https://icar.org.in/en/node/15022,44,44,32,"Krishi Vigyan Kendra, | Adhura | Distt. Kaimur(Bhabua)-821116","President, | Vanvasi seva Kendra, Ward No.11 | Kothi Compound (Opposite Rice Mill) | Bhabua-821101",1992 | NGO,1992,NGO
Bihar,https://icar.org.in/en/node/15022,44,44,33,"Krishi Vigyan Kendra, | Vijay Nagar, | Distt. Banka-813 102","Vice-Chancellor, | Bihar Agril. University, Sabour, | Bhagalpur-813210",1983 | SAU,1983,SAU
Bihar,https://icar.org.in/en/node/15022,44,44,34,"Krishi Vigyan Kendra, | PO. Shankarpur, | Distt. Munger-811201","Vice-Chancellor, | Bihar Agril. University, Sabour, | Bhagalpur-813210",1979 | SAU,1979,SAU
Bihar,https://icar.org.in/en/node/15022,44,44,35,"Krishi Vigyan Kendra, | Agwanpur, | Distt. Saharsa-852201","Vice-Chancellor, | Bihar Agril. University, Sabour, | Bhagalpur-813210",1979 | SAU,1979,SAU
Bihar,https://icar.org.in/en/node/15022,44,44,36,"Krishi Vigyan Kendra, | Sarvodya Ashram, | At+PO Sokhodeora | Distt. Nawadah-805116","General secetary, | Gram Nirman Mandal Ashram | Sukhodera-805106, Nawahad",1979 | NGO,1979,NGO
Bihar,https://icar.org.in/en/node/15022,44,44,37,"Krishi Vigyan Kendra, | Mural Block, Sadikpur | Muzaffarpur","Vice-Chancellor, | Dr. RPCAU, Pusa, | Samastipur-848125",2016 | CAU,2016,CAU
Bihar,https://icar.org.in/en/node/15022,44,44,38,"Krishi Vigyan Kendra, | Sub-divisional Farm | Distt. Khagaria-8512105, (Bihar)","Vice-Chancellor, | Bihar Agricultural University, | Sabour, Bhagalpur-813 210 (Bihar)",2012 | SAU,2012,SAU
Bihar,https://icar.org.in/en/node/15022,44,44,39,"Krishi Vigyan Kendra, | State Seed Multiplication Farm, Lada | Distt. Samastipur, Bihar","Vice-Chancellor, | Dr. RPCAU, Pusa, | Samastipur-848125",2019 | CAU,2019,CAU
Bihar,https://icar.org.in/en/node/15022,44,44,40,"Krishi Vigyan Kendra, | State Seed Multiplication Farm, Suket | Distt. Madhubani, Bihar","Vice-Chancellor, | Dr. RPCAU, Pusa, | Samastipur-848125",2019 | CAU,2019,CAU
Bihar,https://icar.org.in/en/node/15022,44,44,41,"Krishi Vigyan Kendra, | State Seed Multiplication Farm, Parsauni | Distt. East Champaran, Bihar","Vice-Chancellor, | Dr. RPCAU, Pusa, | Samastipur-848125",2019 | CAU,2019,CAU
Bihar,https://icar.org.in/en/node/15022,44,44,42,"Krishi Vigyan Kendra, | State Seed Multiplication Farm, | Narkatiyaganj,Distt. West Charmparan, Bihar","Vice-Chancellor, | Dr. RPCAU, Pusa, | Samastipur-848125",2019 | CAU,2019,CAU
Bihar,https://icar.org.in/en/node/15022,44,44,43,"Krishi Vigyan Kendra, | State Seed Multiplication Farm, Amas, | Distt. Gaya, Bihar","Vice-Chancellor, | Bihar Agril. University,, | Sabour, Bhagalpur-813210",2019 | SAU,2019,SAU
Bihar,https://icar.org.in/en/node/15022,44,44,44,"Krishi Vigyan Kendra, | Village Garo, Nawada, | Distt. Jamui,Bihar","Vice-Chancellor, | Bihar Animal Sciences University, | Patna-800 014 (Bihar)",2019 | SAU,2019,SAU
A & N Islands,https://icar.org.in/en/node/15029,3,3,1,"Krishi Vigyan Kendra, | Auckchung, | Distt. Nicobar (A&N Islands)","The Director, | Central Agricultural Research Institute, | Andaman and Nicobar Islands | Port Blair-744101",20.5.10 | ICAR,20.5.10,ICAR
A & N Islands,https://icar.org.in/en/node/15029,3,3,2,"Krishi Vigyan Kendra, | Port Blair-744101","The Director, | Central Agricultural Research Institute, | Andaman and Nicobar Islands | Port Blair-744101",1992 | ICAR,1992,ICAR
A & N Islands,https://icar.org.in/en/node/15029,3,3,3,"Krishi Vigyan Kendra | Govindapur, Mayabunder Tehsil, | North and Middle Andman District(Andman & Nicobar)","The Director, | Central Agricultural Research Institute, | Andaman and Nicobar Islands, | Port Blair-744101",07/02/12 | ICAR,07-02-2012,ICAR
Odisha,https://icar.org.in/en/node/15030,33,33,1,"Krishi Vigyan Kendra, | Rajendra Experimental Farm, | Distt. Bolangir-","Vice-Chancellor, | Orissa University of Agriculture and Technology, Bhubaneswar(Orissa)",2009 | SAU,2009,SAU
Odisha,https://icar.org.in/en/node/15030,33,33,2,"Krishi Vigyan Kendra, | Mungalguda, Malkangiri, | Distt. Jeypora-764048,","Vice-Chancellor, | Orissa University of Agriculture & Technology, Bhubaneswar-751 003",2006 | SAU,2006,SAU
Odisha,https://icar.org.in/en/node/15030,33,33,3,"Krishi Vigyan Kendra, | At. Krishna Chranpur, PO. Gopapur, | Via Baramba, | Distt. Cuttack","Vice-Chancellor, | Orissa University of Agriculture & Technology, Bhubaneswar-751 003",2006 | SAU,2006,SAU
Odisha,https://icar.org.in/en/node/15030,33,33,4,"Krishi Vigyan Kendra, | At/PO. Rasulgarh, Plot No. 99/980 | Distt. Jharsuguda-","Vice-Chancellor, | Orissa University of Agriculture & Technology, Bhubaneswar-751 003",2006 | SAU,2006,SAU
Odisha,https://icar.org.in/en/node/15030,33,33,5,"Krishi Vigyan Kendra, | Vill Ampara, PO. Dasthati, PS. Gop | Distt. Puri-","Vice-Chancellor, | Orissa University of Agriculture & Technology, Bhubaneswar-751 003",2006 | SAU,2006,SAU
Odisha,https://icar.org.in/en/node/15030,33,33,6,"Krishi Vigyan Kendra, | At.Nimkana, Po-Manijanga, ViaTirole, | Distt. Jagatsinghpur-754160","Vice-Chancellor, | Orissa University of Agriculture & Technology, Bhubaneswar-751 003",2005 | SAU,2005,SAU
Odisha,https://icar.org.in/en/node/15030,33,33,7,"Krishi Vigyan Kendra, | At/PO. R.Udayagiri, | Distt. Gajapati-761016","Vice-Chancellor, | Orissa University of Agriculture & Technology, Bhubaneswar-751 003",2005 | SAU,2005,SAU
Odisha,https://icar.org.in/en/node/15030,33,33,8,"Krishi Vigyan Kendra, | Rayagada, OUAT, Agriculture Farm | At/Po Gunupur, | Distt. Rayagada-765022","Vice-Chancellor, | Orissa University of Agriculture & Technology, Bhubaneswar-751 003",2005 | SAU,2005,SAU
Odisha,https://icar.org.in/en/node/15030,33,33,9,"Krishi Vigyan Kendra, | At/PO/Distt. Nuapada-766 105","Vice-Chancellor, | Orissa University of Agriculture & Technology, Bhubaneswar-751 003",2005 | SAU,2005,SAU
Odisha,https://icar.org.in/en/node/15030,33,33,10,"Krishi Vigyan Kendra, | At.Po-Butupali | Dist Boudh-762 014","Vice-Chancellor, | Orissa University of Agriculture & Technology, Bhubaneswar-751 003",2005 | SAU,2005,SAU
Odisha,https://icar.org.in/en/node/15030,33,33,11,"Krishi Vigyan Kendra, | At/PO. Shyamakhunta | Distt. Mayurbhanj-757 049","Vice-Chancellor, | Orissa University of Agriculture & Technology, Bhubaneswar-751 003",2005 | SAU,2005,SAU
Odisha,https://icar.org.in/en/node/15030,33,33,12,"Krishi Vigyan Kendra, | Agricultural Farm | PO. Bolangir Road | Distt. Sonepur-767 017","Vice-Chancellor, | Orissa University of Agriculture & Technology, Bhubaneswar-751 003",2005 | SAU,2005,SAU
Odisha,https://icar.org.in/en/node/15030,33,33,13,"Krishi Vigyan Kendra, | At/ PO Ranital, | Distt. Bhadrak-756 111","Vice-Chancellor, | Orissa University of Agriculture & Technology, Bhubaneswar-751 003",2004 | SAU,2004,SAU
Odisha,https://icar.org.in/en/node/15030,33,33,14,"Krishi Vigyan Kendra, | At/PO, Badakumari, Umerkote, | Distt. Nabarangpur-764 073","Vice-Chancellor, | Orissa University of Agriculture & Technology, Bhubaneswar-751 003",2004 | SAU,2004,SAU
Odisha,https://icar.org.in/en/node/15030,33,33,15,"Krishi Vigyan Kendra, | PO Kirei, | Distt. Sundergarh-770 073","Vice-Chancellor, | Orissa University of Agriculture & Technology, Bhubaneswar-751 003",2004 | SAU,2004,SAU
Odisha,https://icar.org.in/en/node/15030,33,33,16,"Krishi Vigyan Kendra, | At Panipoila, PO. Balugaon, | Distt. Nayagarh-752 070","Vice-Chancellor, | Orissa University of Agriculture & Technology, Bhubaneswar-751 003",2004 | SAU,2004,SAU
Odisha,https://icar.org.in/en/node/15030,33,33,17,"Krishi Vigyan Kendra, | RRTTS Campus, Chiplima, | Distt. Sambalpur-768 025","Vice-Chancellor, | Orissa University of Agriculture & Technology, Bhubaneswar-751 003",2004 | SAU,2004,SAU
Odisha,https://icar.org.in/en/node/15030,33,33,18,"Krishi Vigyan Kendra, | At PO. Barachana, | Distt. Jaipur-754 081","Vice-Chancellor, | Orissa University of Agriculture & Technology, Bhubaneswar-751 003",2002 | SAU,2002,SAU
